    PID    PPID COMMAND           RSS %CPU
     34       2 idle_inject/3       0  0.0
     35       2 migration/3         0  0.5
     36       2 ksoftirqd/3         0  0.0
     37       2 kworker/3:0-cgr     0  0.0
     38       2 kworker/3:0H-ev     0  0.0
     39       2 kdevtmpfs           0  0.0
     40       2 kworker/R-inet_     0  0.0
     41       2 rcu_tasks_rude_     0  0.0
     42       2 rcu_tasks_trace     0  0.0
     43       2 kauditd             0  0.0
     44       2 khungtaskd          0  0.0
     45       2 kworker/u16:1-f     0  0.0
     46       2 oom_reaper          0  0.0
     47       2 kworker/u16:2-i     0  1.1
     48       2 kworker/R-write     0  0.0
     49       2 kcompactd0          0  0.0
     50       2 ksmd                0  0.0
     51       2 khugepaged          0  0.0
     52       2 kworker/R-kbloc     0  0.0
     53       2 kworker/R-blkcg     0  0.0
     54       2 kworker/R-kinte     0  0.0
     55       2 irq/9-acpi          0  0.0
     56       2 kworker/2:1-cgr     0  0.0
     57       2 kworker/1:1-eve     0  0.0
     58       2 kworker/3:1-eve     0  0.3
     59       2 kworker/R-tpm_d     0  0.0
     60       2 kworker/R-ata_s     0  0.0
     61       2 kworker/R-md        0  0.0
     62       2 kworker/R-md_bi     0  0.0
     63       2 kworker/R-edac-     0  0.0
     64       2 kworker/R-hv_vm     0  0.0
     65       2 kworker/R-hv_vm     0  0.0
     66       2 kworker/R-hv_pr     0  0.0
     67       2 kworker/R-hv_su     0  0.0
     68       2 kworker/R-devfr     0  0.0
     69       2 watchdogd           0  0.0
     70       2 kworker/R-quota     0  0.0
     71       2 kworker/2:1H-kb     0  0.0
     72       2 kswapd0             0  0.0
     73       2 ecryptfs-kthrea     0  0.0
     74       2 kworker/R-kthro     0  0.0
     75       2 kworker/R-nfit      0  0.0
     76       2 scsi_eh_0           0  0.0
     77       2 scsi_eh_1           0  0.0
     78       2 kworker/R-scsi_     0  0.0
     79       2 kworker/R-scsi_     0  0.0
     80       2 kworker/R-nvme-     0  0.0
     81       2 kworker/R-nvme-     0  0.0
     82       2 kworker/R-nvme-     0  0.0
     83       2 kworker/R-nvme-     0  0.0
     84       2 kworker/u16:3-i     0  0.5
     85       2 kworker/u16:4-e     0  0.1
     86       2 kworker/R-mld       0  0.0
     87       2 kworker/R-ipv6_     0  0.0
     88       2 kworker/3:1H-kb     0  0.0
     89       2 hv_balloon          0  0.0
     90       2 kworker/R-kstrp     0  0.0
     92       2 kworker/u17:0       0  0.0
    103       2 kworker/0:1H-kb     0  0.0
    104       2 jbd2/sda1-8         0  0.0
    105       2 kworker/R-ext4-     0  0.0
    106       2 kworker/2:2-eve     0  0.0
    146       2 kworker/1:1H-kb     0  0.0
    171       2 kworker/1:2-cgr     0  0.0
    173       2 kworker/0:2-eve     0  0.0
    179       2 kworker/R-kmpat     0  0.0
    180       2 kworker/R-kmpat     0  0.0
    198       2 kworker/1:3-cgr     0  0.0
    199       2 kworker/1:4-mm_     0  0.0
    200       2 kworker/1:5-eve     0  0.0
    215       2 kworker/3:2-cgr     0  0.1
    219       2 kworker/3:3-eve     0  0.0
    240       2 psimon              0  0.0
    289       2 kworker/0:3-eve     0  0.0
    409       2 jbd2/sda16-8        0  0.0
    410       2 kworker/R-ext4-     0  0.0
    445       2 kworker/2:3-eve     0  0.0
    789       2 kworker/u16:5-e     0  0.0
   1255       2 kworker/R-tls-s     0  0.0
   2034       2 psimon              0  0.0
   2610       2 kworker/R-mlx5_     0  0.0
   2613       2 kworker/R-mlx5_     0  0.0
   2614       2 kworker/R-mlx5_     0  0.0
   2615       2 kworker/R-mlx5_     0  0.0
   2616       2 ptp1                0  0.0
   2617       2 kworker/R-mlx5_     0  0.0
   2618       2 kworker/R-mlx5_     0  0.0
   2619       2 kworker/R-mlx5e     0  0.0
   2620       2 kworker/R-mlx5e     0  0.0
   2632       2 kworker/R-ib-co     0  0.0
   2633       2 kworker/R-ib-co     0  0.0
   2634       2 kworker/R-ib_mc     0  0.0
   2635       2 kworker/R-ib_nl     0  0.0
   2636       2 kworker/R-mkey_     0  0.0
